previous_text,current_text,emotion,context_type
@criscilla at work!! Agh I really need to go with you  what days do you go so that I can add it to my schedule!,"Woe, it's definitely NO fun to travel first class with a bike. You have to fight your way through 7 coaches 'til you reach your seat",empty,emotion_shift
@biomedwiz miss u too. I'm still at a club...u know...west coast shit!,"@KazooCarrieFan I know! I can't go either...it's sad  She needs to come back to MI asap, haha",relief,emotion_shift
"@jaycool2k I do want to go for Peaches... but also Miss Kittin, pendulum, chase&amp;status and the bloody beetroots! its not fair",i think that studying has really started taking its toll..,boredom,emotion_shift
@RaptorsForum Sigh... you know I am...,@ginny9577 I'm researching NYC stuff.,enthusiasm,emotion_shift
Woke up... cleaned... Aunt Emmas... Walmart.. Commissary... Now its time for a nap!!!.. then off to work,"@djEDGE34 WOw, that's a lot of work.  I hope today is a day off for you.    I'm working as usual.  But, getting some playtime in too.",relief,emotion_shift
"Is at Panera eating a bacon, egg and cheese with a coffee!  http://twitpic.com/4jip9","Wow, kinda bothered that Jon is doing deposits now.  Apparently he keeps getting fucked out of times, but deposits are SO hard for me",boredom,emotion_shift
"Watching 1971 edition if Old Grey Whistle Test. Fanny, Mamas and the Papas &amp; Isaac Hayes. Don't make shows like this anymore",Delish  serendipity3,empty,emotion_shift
@TreeinCally  He's got adjusting his mate's online shop... Zzzzzzzzzzzzzzz... Boring...,@alexholroyd I'm just bustin' ya chops; it's not bad. Never seen any real appeal to last.fm is all. Bad quality audio from crap artists,hate,emotion_shift
@shortword ah cool yeah i can see that . really handy thanks,Oh.... great.  I think I'm getting sick.,worry,emotion_shift
@makavellirayne nah the lights killed the mood now you got to get out my bed,@simonschuster Celebrity sighting: Spongebobs here! #BEA09   LOL! Now I'm even more distraught I missed it,fun,emotion_shift
Maybe i won't go for a run .. i have no running shoes,http://twitpic.com/4ja12 - we were bored,worry,emotion_shift
"@myepeenisbigger hey jesse, here's your background  let me know what you think! http://tinyurl.com/cf2yuj","Holy cow! Archie Andrews finally marries Veronica Lodge.This is not what I thought will eventually happen in my 6th grade  Awww...bad, bad",surprise,emotion_shift
@alisonhaislip I envy everyone on AOTS...,getting rained out @ the devon horse show.  *head desk*,surprise,emotion_shift
lost my keys at the mall... took me 45 mins to find them,i deffinately need to clean my bookbag. but no time! i need to leave in the next 5 seconds to not be late to school. ...oh well,worry,emotion_shift
@TFEB nope  we only have one really good cuban place... i'll have to ask them...,watching SNL with guess Justin Timberlake...OMG! He is too funny!  hahahah,surprise,emotion_shift
@tashkaa  hey are you there?Oyy i geas you sleep...,@jimmycarr I've been sat sunbathing in the bombed out church all day and left and missed you,sadness,emotion_shift
@ObviousLB *bows*  I try...sometimes it is hard,"Ah, finally at home in my comfy bed. Goodnight",relief,emotion_shift
says aw byebye  will pspPlurk later  http://plurk.com/p/rqy0y,@m_longman yes i am.  but she didn't follow me,worry,emotion_shift
Massive morning.. I'm stuffed now,@HayleyNewland He's a good lad is wore Phil...  known each other for 22 years now... seems like 5 minutes!!  haha   You ok Hayley?,neutral,emotion_shift
"@paul_augustine Yes, it is. Though not in coffee   So what's your favorite brand?",1 John is an amazing book. Just what I needed to brighten my mood.,relief,emotion_shift
Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk,"Visit 2  La Ventana de los Cielos foundation was pushed bck 2 weeks,  was so excited 2 go &amp; meet the kids. I'll have 2 wait another 2 wks",enthusiasm,emotion_shift
What a meeting... YAY more work for me,Spongebob sing a long. Amandas mom gave me and crystal jonas brothers calendars,fun,emotion_shift
"@BecaBear P.S. Culled a handful, esp followers (spam ones with NSFW links that I did NOT click on). You made the cut though","@technclrninjoe i think thats what he is going for but he didnt have time to scan, do photo shop and stuff before work",worry,emotion_shift
"@caroldn Okay, no more driving.  I know... I know... you are correct to say that.",Home lost the baseball game by 1 friggin' point!  Now I'm gonna scrap.,sadness,emotion_shift
i wish i were hanging out with kobe right now,I am listening to the music of Super Juniors of Korea. I so like the way they sing and dance. I hope someday i can meet them.,fun,emotion_shift
"@DeezyG But Chevy &amp; Chrysler may soon be owned by the Italians, and they're not Communist",@netmogul that sounds soooo good right now mmmm malasadas. i have to have more before i leave today,happiness,emotion_shift
"Tired, But glad its a bank holiday","@Bass_ Heading off to Poole around 4ish, @LucyKD has some serious gardening to do before we go, no Tweetdeck til Sunday evening,",fun,emotion_shift
"@Alyssa_Milano We had a local pet store get shut down last for something like that....it's horrible, what some animals go through.",@elizrn Your Welcome,neutral,emotion_shift
UGH. why is it so hard to upload a picture on twitter?,Tucking myself in tonight  Mogwai on repeat,relief,emotion_shift
@dawizonline got ya - that wouldn't be so bad tho right?,"ah! A clean house...finally, so nice",relief,emotion_shift
@runpaintrunrun @wordsnfixtures not Pimm's in a can?,Off to ambers...a weekend of labour and hard work ahead!,enthusiasm,emotion_shift
Is youtube not working properly for anyone else? I can't watch videos because they keep failing to load,"Do fish feel pain? Yes, says a new study.  http://is.gd/Jbcg",empty,emotion_shift
Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn't subtract the pic URL from the 140 character limit,"http://twitpic.com/4woxi - Btw, concert was freaking awesome",happiness,emotion_shift
Everyone is so sad about the no touching rule.  You still get to see them! More than most of us get!,I love ridding in this weather,fun,emotion_shift
@xkaraxcupcakex  I'm sorry. This is all so sad.,aw now where's that little asian girl who runs round pooping her pants in public? i miss laughing at her.,boredom,emotion_shift
A little twitter mention on SNL,@worshiper_7 Wow that's a big list...lol. I would be happy if I got half of that done. Now I feel lazy...thanks. Just kidding,relief,emotion_shift
@mismile when are u gonna host Saturday night live!! i've been waiting for like 2 yearsssssss!!,Perfect way to end a totally boring day? Sleep. Goodnight,empty,emotion_shift
@gk2007 Yu th? trang nï¿½y xem  http://bit.ly/kMxHk (recommended by ),"@StaceyVPofWC i was sent home yest from work, when in again today but feel like hell and burning up with a high temp, got it off hubby",hate,emotion_shift
I forgot to complain about Southwest not doing preboard for families any more.  Was the worst part of travelling,Ok so my sister is going camping I'm so mad because i have to work tomorrow      have fun,love,emotion_shift
live on stickam.com/itstyleryo COME CHAT!,@kvagur  haha soooo party tonight???,fun,emotion_shift
Sushi joint was closed  but still had a nice lunch w/ Angel!,yay doctors  now interview then back 2 the doctor's for blood work,relief,emotion_shift
@Hilareeee But...but...I'm not!,knows its all going to sort itself out,anger,emotion_shift
@ohhhbeka PS: Wish I were coming tonight.,"is back...been feeling ill and extremely busy all week. happy mother's day, to all you mama's out there",relief,emotion_shift
...Nomore adventure time,@dutchraymond yeah I didn't realize how bad it all was till now,sadness,emotion_shift
"Plan, successful?",@nichelady I am with you. -#FollowFriday is easy enough for those who are annoyed by it.  I recommend relatively few people anyway.,enthusiasm,emotion_shift
"@ArtFireJohn yeah i'm not shy doing everything that i can and still nothing  http://blackird72.etsy.com check out my sale, no bites yet",Happy Mothers Day,neutral,emotion_shift
"@JustinOdom dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha","I'm eating and chatting on my computer.. Really bored! -_- I think I'm going to have some tea, HAHA.  Listning to 80's music! WOOHO &lt;3",happiness,emotion_shift
@CarrieStephens mine do it no matter WHO i'm on the phone with!,"This feeling inside me, Oh it sends me sky high...",fun,emotion_shift
got beat by super LARRYonation,got some new ducati puma high tops yea they are sweet. and yes i dont have a ducati,love,emotion_shift
Congratulation's to phil packer on completing the london marathon  x a shining example to us all x,sunday is runday- outta bed and onto the road,fun,emotion_shift
"@robotmunky I've read good things bout it. Just not feelin it tonight. Proly finish it tomorrow, after Star Trek",Por Favor!!! Only need FIVE more!  http://tinyurl.com/dzcpg3,enthusiasm,emotion_shift
"@Jessthemediocre...living in my studio, sounds very important ;) oh Mildura is totally boring!! Mhhh...whatever!  byeeee",@snw well then you can do what you want and not what visitors want you to find out : can be a +,relief,emotion_shift
"@thewbdotcom Sadly, I can't view that site due to region restrictions",Feeling the effects of the party last night. Drank far too much. 2 chicken burgers and one lamb burger. I did dance a fair bit tho.,worry,emotion_shift
So Chicago is pretty much sold out of tshirts now,i was invited to one on the beach but it was too short notice i mean why the hell tell you 2hrs before?? really?,hate,emotion_shift
Afternoon all - how is everybody?,@haikubirdie If only  I may make one out of dental floss later.,enthusiasm,emotion_shift
can't set p my phone to twitter,Star Trek was actually really good,surprise,emotion_shift
@godskiwi lol  I'm sure it would be the most kick azz version we've ever heard!,@JonasRask thank you Jonas,neutral,emotion_shift
@Remy_Foster I did about 6 once,"@davidbaillie they are evil mean people, who hurt you. I have a terrible phobia of dentists, but had toothache from hell this week",worry,emotion_shift
@mvermut translation = complicated sh-t that someone is going to have to teach me,@memunish looks same in Noida too,empty,emotion_shift
"As Simon/Idol might say, 21life sentences not good enough for Chester Stiles. How can one rape a 2 year old child?!  How the F?  Why?",fml. forgot alli's dance recital is tonight. now i'm stuck talking to munchkins all night instead of being at devon's bonfire. :/,boredom,emotion_shift
so im super sick w/ a fever,hmmm new search bar on #twitter,empty,emotion_shift
Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn't subtract the pic URL from the 140 character limit,"Wee laddie's been SO upset for about 2 hours. Tried soothing him in bed, nursing, etc. Nope. Up at 3:30am for real food. Blue Clues now.",sadness,emotion_shift
@gloria_hayden Welcome to Twitter!!,lmfaoooo i fucking love this showwwww,love,emotion_shift
did some more work on Dig Dug. can get to level 16 without dying now  Mega Man tomorrow after work. Goal: 2 levels in 5 minutes,Its Friday! Only 5 more hours until I'm free!.....until tomorrow.  oh well,relief,emotion_shift
ahh yes the obligations of a vampire kept me away from twitter.but now i'm back &amp; will try 2 update as much as possible.i lost a donor,"sorry paul scheuring, but prison break series finale sucked... in so many levels",hate,emotion_shift
"@youngstud07 I found it, I added it, but it's still blocked!",I was awoken by loud banging and it continues all day  Good thing I got an early rest last night!,hate,emotion_shift
